,period,minute,location,under_pressure,player_name,pattern_of_play,team,player_position,statsbomb_xg,technique,body_part,tipe,first_time,goal,location_x,location_y,distance,angle
0,1,1,"[100.6, 54.6]",0.0,Stine Larsen,From Keeper,Aston Villa,Left Center Forward,0.037459332,Normal,Left Foot,Open Play,0,0,100.6,54.6,24.28003294890681,0.26427989804508906
1,1,5,"[109.4, 43.0]",0.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.026655061,Normal,Head,Open Play,0,0,109.4,43.0,11.016351483136324,0.677697053705148
2,1,6,"[95.6, 38.9]",0.0,Jill Roord,From Throw In,Arsenal WFC,Left Center Midfield,0.034883816,Normal,Right Foot,Open Play,0,0,95.6,38.9,24.424782496472723,0.3243474683950303
3,1,10,"[95.6, 44.6]",0.0,Bethany Mead,From Throw In,Arsenal WFC,Center Forward,0.020818915,Normal,Right Foot,Open Play,0,0,95.6,44.6,24.829820780666143,0.31427858864391656
4,1,14,"[111.0, 33.7]",0.0,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.11266468,Half Volley,Left Foot,Open Play,1,0,111.0,33.7,10.98590005416033,0.6024535371964087
5,1,19,"[94.0, 44.3]",0.0,Danielle van de Donk,From Throw In,Arsenal WFC,Right Center Midfield,0.028800415,Normal,Right Foot,Open Play,0,0,94.0,44.3,26.3531781764553,0.29746706102330145
6,1,31,"[96.5, 26.3]",0.0,Bethany Mead,From Free Kick,Arsenal WFC,Center Forward,0.048227828,Normal,Right Foot,Free Kick,0,0,96.5,26.3,27.201838173182338,0.2540776934052448
7,1,34,"[101.8, 35.1]",1.0,Jill Roord,Regular Play,Arsenal WFC,Left Center Midfield,0.082971126,Normal,Right Foot,Open Play,0,0,101.8,35.1,18.848076824970768,0.40540751599696656
8,1,36,"[102.2, 48.9]",0.0,Bethany Mead,From Throw In,Arsenal WFC,Center Forward,0.046949074,Normal,Left Foot,Open Play,0,0,102.2,48.9,19.901004999748125,0.3584967055756161
9,1,38,"[95.7, 41.3]",0.0,Noelle Maritz,From Throw In,Arsenal WFC,Right Back,0.02634857,Normal,Left Foot,Open Play,0,0,95.7,41.3,24.334748817277728,0.3254011981059237
10,1,38,"[111.8, 46.2]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.010444514,Normal,Head,Open Play,0,0,111.8,46.2,10.280077820717121,0.6315489129924312
11,1,39,"[114.7, 42.8]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.15369453,Normal,Head,Open Play,0,0,114.7,42.8,5.99416382825828,1.131396804933538
12,1,39,"[102.1, 31.1]",0.0,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.044273887,Normal,Left Foot,Open Play,0,0,102.1,31.1,19.99049774267765,0.35726719568768583
13,1,44,"[102.8, 37.3]",0.0,Bethany Mead,From Keeper,Arsenal WFC,Center Forward,0.054772194,Normal,Left Foot,Open Play,0,0,102.8,37.3,17.41062893751975,0.44689026444301566
14,2,46,"[97.5, 31.5]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Left Wing,0.036245182,Normal,Right Foot,Open Play,0,0,97.5,31.5,24.052026941611388,0.30970294454245606
15,2,48,"[101.3, 59.6]",0.0,Stine Larsen,Regular Play,Aston Villa,Left Center Forward,0.05839978,Normal,Right Foot,Open Play,0,0,101.3,59.6,27.089665926326965,0.20545936195397113
16,2,49,"[110.8, 36.3]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.053832423,Volley,Left Foot,Open Play,1,0,110.8,36.3,9.916148445843278,0.7294698897913849
17,2,50,"[99.3, 42.5]",0.0,Vivianne Miedema,From Throw In,Arsenal WFC,Left Wing,0.031911425,Normal,Left Foot,Open Play,0,0,99.3,42.5,20.85041966004522,0.3765969574645878
18,2,50,"[109.6, 44.9]",0.0,Danielle van de Donk,From Throw In,Arsenal WFC,Right Center Midfield,0.21475258,Volley,Right Foot,Open Play,1,0,109.6,44.9,11.496521212958296,0.6215104783261104
19,2,56,"[97.7, 28.6]",0.0,Elisha N''Dow,Regular Play,Aston Villa,Right Center Back,0.030189594,Normal,Right Foot,Open Play,1,0,97.7,28.6,25.04495957273638,0.2839731428019121
20,2,57,"[115.9, 39.2]",0.0,Vivianne Miedema,From Goal Kick,Arsenal WFC,Left Wing,0.40806144,Half Volley,Left Foot,Open Play,1,1,115.9,39.2,4.177319714841079,1.5266177739277733
21,2,61,"[87.7, 22.2]",0.0,Jordan Nobbs,From Free Kick,Arsenal WFC,Right Wing,0.014656003,Normal,Right Foot,Open Play,0,0,87.7,22.2,36.879940347023336,0.1899262007638832
22,2,66,"[110.7, 31.1]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Left Wing,0.34861112,Normal,Left Foot,Open Play,0,0,110.7,31.1,12.872451204024816,0.46123990899841577
23,2,66,"[110.4, 37.2]",0.0,Jordan Nobbs,Regular Play,Arsenal WFC,Right Wing,0.43302402,Normal,Left Foot,Open Play,1,1,110.4,37.2,9.999999999999995,0.7406519319428332
24,2,68,"[109.3, 46.6]",0.0,Noelle Maritz,Regular Play,Arsenal WFC,Right Back,0.2952484999999999,Normal,Left Foot,Open Play,0,0,109.3,46.6,12.571793825862722,0.5423325324232022
25,2,68,"[111.0, 33.9]",0.0,Katie McCabe,Regular Play,Arsenal WFC,Left Back,0.16477874,Diving Header,Head,Open Play,0,0,111.0,33.9,10.872442227944925,0.6136943063689609
26,2,70,"[101.2, 44.8]",0.0,Bethany Mead,From Throw In,Arsenal WFC,Center Forward,0.051100373,Normal,Left Foot,Open Play,0,0,101.2,44.8,19.40309253701584,0.3952637690217626
27,2,72,"[93.8, 39.0]",0.0,Jill Roord,From Throw In,Arsenal WFC,Left Center Midfield,0.029416695,Normal,Left Foot,Open Play,0,0,93.8,39.0,26.219077024182223,0.30257955180509005
28,2,72,"[92.3, 28.1]",0.0,Katie McCabe,Regular Play,Arsenal WFC,Left Back,0.0190712,Normal,Left Foot,Open Play,0,1,92.3,28.1,30.147968422432715,0.2432650720592139
29,2,77,"[117.7, 35.2]",1.0,Stine Larsen,Regular Play,Aston Villa,Left Center Forward,0.22659361,Normal,Head,Open Play,0,0,117.7,35.2,5.322593352868502,0.9804145642001472
30,2,87,"[116.1, 40.6]",0.0,Lisa Evans,Regular Play,Arsenal WFC,Left Center Midfield,0.33709714,Normal,Head,Open Play,0,1,116.1,40.6,3.945883931389777,1.5845775055660918
31,2,88,"[110.8, 57.7]",0.0,Stine Larsen,From Throw In,Arsenal WFC,Left Center Forward,0.020264043,Normal,Left Foot,Open Play,0,0,110.8,57.7,19.948182874637983,0.19037185082073238
32,1,2,"[113.3, 41.9]",0.0,Caitlin Jade Foord,From Kick Off,Arsenal WFC,Center Attacking Midfield,0.43609425,Normal,Head,Open Play,0,0,113.3,41.9,6.964194138592061,1.025725697273203
33,1,2,"[112.2, 40.4]",0.0,Carlotte Wubben-Moy,From Corner,Arsenal WFC,Left Center Back,0.28086048,Normal,Head,Open Play,0,0,112.2,40.4,7.810249675906651,0.9460137802932868
34,1,9,"[110.4, 38.2]",0.0,Katie McCabe,Regular Play,Arsenal WFC,Left Back,0.26262522,Volley,Left Foot,Open Play,1,0,110.4,38.2,9.767292357659818,0.7687543739270991
35,1,12,"[106.3, 51.1]",0.0,Vivianne Miedema,From Free Kick,Arsenal WFC,Center Forward,0.12627019,Normal,Right Foot,Open Play,1,0,106.3,51.1,17.632356620712958,0.3558316906372749
36,1,28,"[112.2, 52.1]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Center Forward,0.14120513,Normal,Left Foot,Open Play,0,0,112.2,52.1,14.396180048887969,0.31538421739433303
37,1,32,"[98.5, 45.7]",0.0,Vivianne Miedema,From Throw In,Arsenal WFC,Center Forward,0.03876831,Normal,Left Foot,Open Play,0,1,98.5,45.7,22.242751628339512,0.34491488226372724
38,1,34,"[112.4, 41.5]",1.0,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.12674831,Normal,Head,Open Play,0,0,112.4,41.5,7.74661216274572,0.9442431993786482
39,1,42,"[90.1, 40.2]",0.0,Kenza Dali,Regular Play,West Ham United LFC,Right Wing,0.022496447,Normal,Right Foot,Open Play,0,0,90.1,40.2,29.900668888839263,0.26596774332260625
40,1,43,"[107.6, 41.1]",1.0,Dagný Brynjarsdóttir,From Corner,West Ham United LFC,Left Wing,0.027749015,Normal,Head,Open Play,0,0,107.6,41.1,12.448694710691564,0.6199431113575038
41,1,44,"[109.3, 36.2]",0.0,Dagný Brynjarsdóttir,Regular Play,West Ham United LFC,Left Wing,0.10500124,Normal,Head,Open Play,0,0,109.3,36.2,11.354734695271398,0.6485961925757583
42,2,52,"[90.9, 32.3]",0.0,Emily Louise van Egmond,From Throw In,West Ham United LFC,Left Defensive Midfield,0.016119216,Normal,Right Foot,Open Play,0,0,90.9,32.3,30.10149497948565,0.2558134178770064
43,2,53,"[95.5, 31.6]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Center Attacking Midfield,0.029564602,Normal,Left Foot,Open Play,0,0,95.5,31.6,25.9,0.29083600729286013
44,2,59,"[114.3, 39.9]",0.0,Bethany Mead,From Throw In,Arsenal WFC,Right Midfield,0.24843171,Half Volley,Right Foot,Open Play,0,0,114.3,39.9,5.700877125495692,1.2236109455607784
45,2,69,"[101.5, 50.1]",0.0,Caitlin Jade Foord,Regular Play,Arsenal WFC,Center Forward,0.43217123,Normal,Right Foot,Open Play,1,0,101.5,50.1,21.07747612974571,0.3327357488131251
46,2,72,"[94.4, 46.1]",0.0,Bethany Mead,Regular Play,Arsenal WFC,Right Midfield,0.018745264,Normal,Right Foot,Open Play,0,0,94.4,46.1,26.316724720223064,0.2939350756061722
47,2,75,"[112.4, 38.9]",1.0,Martha Thomas,From Corner,West Ham United LFC,Right Defensive Midfield,0.079213746,Normal,Head,Open Play,0,0,112.4,38.9,7.6791926658991905,0.9555588997093654
48,2,75,"[106.9, 48.7]",0.0,Emily Louise van Egmond,From Corner,West Ham United LFC,Left Defensive Midfield,0.017087104,Normal,Right Foot,Open Play,0,0,106.9,48.7,15.725775020646832,0.42542161423414854
49,2,77,"[113.5, 51.1]",0.0,Kim Little,From Goal Kick,Arsenal WFC,Left Center Midfield,0.13460933,Normal,Right Foot,Open Play,0,1,113.5,51.1,12.86312559217238,0.3348198769836349
50,2,84,"[108.9, 45.8]",1.0,Martha Thomas,Regular Play,West Ham United LFC,Right Defensive Midfield,0.026064849,Normal,Head,Open Play,0,0,108.9,45.8,12.523977004130911,0.5625144977832293
51,2,87,"[108.2, 29.1]",1.0,Jill Roord,Regular Play,Arsenal WFC,Center Forward,0.17669688,Normal,Right Foot,Open Play,1,0,108.2,29.1,16.0639347608237,0.3718578668244197
52,2,90,"[106.9, 47.1]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Center Attacking Midfield,0.18540873,Normal,Left Foot,Open Play,0,0,106.9,47.1,14.900335566691103,0.4705742066835745
53,2,91,"[109.1, 43.5]",0.0,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.06295697,Normal,Head,Open Play,0,0,109.1,43.5,11.448143954370948,0.6485160285164675
54,1,10,"[97.5, 29.5]",0.0,Kit Graham,Regular Play,Tottenham Hotspur Women,Center Attacking Midfield,0.025158163,Normal,Left Foot,Open Play,0,0,97.5,29.5,24.829418035870273,0.29122761189975566
55,1,11,"[96.0, 58.5]",0.0,Mana Iwabuchi,From Keeper,Aston Villa,Right Center Midfield,0.010134946,Normal,Right Foot,Open Play,0,1,96.0,58.5,30.30264014900352,0.20967368624915073
56,1,16,"[79.6, 18.4]",0.0,Angela Addison,From Goal Kick,Tottenham Hotspur Women,Left Wing,0.059937906,Normal,Right Foot,Open Play,0,0,79.6,18.4,45.811788875790484,0.153953718141517
57,1,19,"[104.7, 50.8]",1.0,Diana Micaela Abreu de Sousa e Silva,Regular Play,Aston Villa,Left Center Forward,0.060348433,Normal,Right Foot,Open Play,0,0,104.7,50.8,18.727786842016325,0.3505640657643386
58,1,19,"[94.1, 48.2]",0.0,Marisa Ewers,Regular Play,Aston Villa,Center Defensive Midfield,0.021879582,Half Volley,Right Foot,Open Play,1,0,94.1,48.2,27.167075661542967,0.2794516584955034
59,1,25,"[98.8, 40.4]",0.0,Alanna Stephanie Kennedy,From Corner,Tottenham Hotspur Women,Left Defensive Midfield,0.053874623,Normal,Right Foot,Open Play,1,0,98.8,40.4,21.203773249117717,0.372848581686864
60,1,26,"[94.0, 44.4]",0.0,Mana Iwabuchi,From Goal Kick,Aston Villa,Right Center Midfield,0.019171877,Normal,Right Foot,Open Play,0,0,94.0,44.4,26.369679558159216,0.2971081579539243
61,1,28,"[91.5, 50.9]",0.0,Nadine Hanssen,From Throw In,Aston Villa,Left Center Midfield,0.018342221,Normal,Right Foot,Open Play,0,0,91.5,50.9,30.513275799232044,0.2441916748318353
62,1,28,"[93.0, 24.1]",0.0,Kerys Harrop,From Goal Kick,Tottenham Hotspur Women,Left Back,0.017016739,Normal,Left Foot,Open Play,0,0,93.0,24.1,31.333847513511646,0.22002576294168116
63,1,34,"[106.6, 42.9]",0.0,Alanna Stephanie Kennedy,From Corner,Tottenham Hotspur Women,Left Defensive Midfield,0.03168202,Normal,Head,Open Play,0,0,106.6,42.9,13.71021516971926,0.5574223899129982
64,1,46,"[100.6, 42.7]",0.0,Alanna Stephanie Kennedy,From Throw In,Tottenham Hotspur Women,Left Defensive Midfield,0.054472584,Volley,Right Foot,Open Play,1,0,100.6,42.7,19.58698547505461,0.39944623854690064
65,2,58,"[93.3, 28.6]",0.0,Kit Graham,Regular Play,Tottenham Hotspur Women,Center Attacking Midfield,0.01131817,Normal,Left Foot,Open Play,0,0,93.3,28.6,29.031879029783795,0.2528029851359245
66,2,67,"[100.9, 20.3]",0.0,Mana Iwabuchi,From Free Kick,Aston Villa,Right Center Midfield,0.03382795,Normal,Right Foot,Free Kick,0,0,100.9,20.3,27.439023306233036,0.20445769975858322
67,2,68,"[99.1, 33.5]",0.0,Diana Micaela Abreu de Sousa e Silva,From Corner,Aston Villa,Left Center Forward,0.0239834999999999,Volley,Right Foot,Open Play,1,0,99.1,33.5,21.887439320304242,0.34650808501413266
68,2,68,"[107.8, 35.1]",1.0,Mana Iwabuchi,From Corner,Aston Villa,Right Center Midfield,0.034124244,Normal,Head,Open Play,0,0,107.8,35.1,13.147243057006289,0.5566197448285897
69,2,75,"[98.2, 48.9]",0.0,Ria Percival,Regular Play,Tottenham Hotspur Women,Right Back,0.054414432,Normal,Right Foot,Open Play,1,0,98.2,48.9,23.54676198546203,0.3132300174777961
70,2,93,"[98.6, 53.0]",0.0,Rosella Ayane,From Throw In,Tottenham Hotspur Women,Right Wing,0.047519952,Normal,Left Foot,Open Play,1,0,98.6,53.0,25.039169315294792,0.27320782403791677
71,2,93,"[103.1, 35.5]",0.0,Alanna Stephanie Kennedy,From Throw In,Tottenham Hotspur Women,Left Defensive Midfield,0.01898562,Normal,Head,Open Play,0,0,103.1,35.5,17.48885359307465,0.4364344997853263
72,2,93,"[91.1, 39.0]",0.0,Shelina Laura Zadorsky,From Throw In,Tottenham Hotspur Women,Left Center Back,0.014935113,Normal,Right Foot,Open Play,1,0,91.1,39.0,28.91729586251108,0.2747502765180911
73,2,99,"[104.5, 44.8]",0.0,So-Hyun Cho,From Throw In,Tottenham Hotspur Women,Right Defensive Midfield,0.13235779,Normal,Left Foot,Open Play,1,0,104.5,44.8,16.22621335986927,0.4647953985966718
74,1,3,"[88.1, 45.5]",1.0,Geum-Min Lee,Regular Play,Brighton & Hove Albion WFC,Left Center Forward,0.013761683,Half Volley,Right Foot,Open Play,0,0,88.1,45.5,32.37066573303676,0.24245507539858346
75,1,6,"[93.8, 59.4]",1.0,Ingrid Moe Wold,Regular Play,Everton LFC,Right Back,0.013189254,Normal,Right Foot,Open Play,0,0,93.8,59.4,32.60061349115995,0.19761600220063488
76,1,7,"[103.0, 27.5]",0.0,Hayley Emma Raso,From Throw In,Everton LFC,Right Wing,0.025489135,Half Volley,Right Foot,Open Play,0,0,103.0,27.5,21.10094784600919,0.30682628940655726
77,1,15,"[111.8, 46.8]",1.0,Hayley Emma Raso,From Counter,Everton LFC,Right Wing,0.13635182,Normal,Right Foot,Open Play,0,0,111.8,46.8,10.65269918846862,0.5923458865944928
78,1,21,"[101.1, 62.4]",0.0,Claire Emslie,From Free Kick,Everton LFC,Left Wing,0.038882498,Normal,Left Foot,Free Kick,0,0,101.1,62.4,29.308189981641654,0.17747858689396387
79,1,23,"[107.9, 40.0]",0.0,Isobel Mary Christiansen,Other,Everton LFC,Center Attacking Midfield,0.76,Normal,Right Foot,Penalty,0,1,107.9,40.0,12.099999999999994,0.6385383398226833
80,1,24,"[110.2, 43.3]",0.0,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.3260996,Normal,Left Foot,Open Play,0,1,110.2,43.3,10.34069630150697,0.7115352628470647
81,1,35,"[115.2, 35.9]",1.0,Jill Scott,From Corner,Everton LFC,Right Defensive Midfield,0.1921297,Normal,Head,Open Play,0,0,115.2,35.9,6.312685640834651,1.015010932972583
82,1,44,"[100.7, 29.6]",0.0,Claire Emslie,From Throw In,Everton LFC,Left Wing,0.030308004,Normal,Right Foot,Open Play,0,0,100.7,29.6,21.92373143422442,0.3208140739005539
83,2,47,"[117.9, 39.1]",0.0,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.7154318,Diving Header,Head,Open Play,0,1,117.9,39.1,2.284731931759167,2.1412909918259793
84,2,51,"[105.1, 59.2]",0.0,Ellie Brazil,From Throw In,Brighton & Hove Albion WFC,Right Midfield,0.020038933,Normal,Right Foot,Open Play,0,0,105.1,59.2,24.30329195808667,0.20453006092845133
85,2,63,"[115.3, 37.7]",0.0,Simone Magill,From Free Kick,Everton LFC,Center Forward,0.41837233,Half Volley,Left Foot,Open Play,1,1,115.3,37.7,5.232590180780453,1.2769013453115825
86,2,65,"[111.7, 39.4]",0.0,Kayleigh Green,From Free Kick,Brighton & Hove Albion WFC,Left Center Forward,0.12442296,Normal,Head,Open Play,0,0,111.7,39.4,8.321658488546616,0.8948627245863805
87,2,65,"[112.7, 42.2]",0.0,Aileen Whelan,From Free Kick,Brighton & Hove Albion WFC,Right Center Forward,0.29772648,Volley,Left Foot,Open Play,0,0,112.7,42.2,7.624303246854756,0.9458491596532952
88,2,73,"[115.5, 38.6]",0.0,Nicoline Sørensen,From Goal Kick,Everton LFC,Left Wing,0.50117064,Normal,Head,Open Play,0,0,115.5,38.6,4.712748667179271,1.3999773982833927
89,2,76,"[96.9, 38.5]",1.0,Megan Connolly,Regular Play,Brighton & Hove Albion WFC,Left Defensive Midfield,0.029008579,Normal,Right Foot,Open Play,0,0,96.9,38.5,23.148650068632506,0.34154869874642463
90,2,78,"[112.1, 36.3]",0.0,Hayley Emma Raso,From Free Kick,Everton LFC,Right Wing,0.28634325,Normal,Right Foot,Open Play,1,1,112.1,36.3,8.723531395025761,0.8105347981128616
91,2,84,"[107.6, 54.2]",0.0,Aileen Whelan,Regular Play,Brighton & Hove Albion WFC,Right Center Forward,0.086345255,Normal,Right Foot,Open Play,0,0,107.6,54.2,18.852055590836777,0.2843597200077405
92,2,85,"[116.4, 53.6]",0.0,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.037287705,Half Volley,Right Foot,Open Play,1,0,116.4,53.6,14.06840431605518,0.15700832595028422
93,2,89,"[95.8, 30.2]",0.0,Isobel Mary Christiansen,From Free Kick,Everton LFC,Center Attacking Midfield,0.02412909,Normal,Left Foot,Open Play,1,0,95.8,30.2,26.109002278907557,0.28302325948748486
94,2,91,"[96.7, 39.7]",1.0,Alisha Lehmann,From Counter,Everton LFC,Center Forward,0.061947986,Half Volley,Right Foot,Open Play,1,0,96.7,39.7,23.301931250435015,0.33997932257250885
95,1,11,"[97.4, 35.1]",0.0,Jessie Alexandra Fleming,Regular Play,Chelsea FCW,Right Center Midfield,0.039269947,Normal,Right Foot,Open Play,0,0,97.4,35.1,23.125094594401116,0.33535276878680487
96,1,12,"[110.2, 42.1]",1.0,Magdalena Lilly Eriksson,From Corner,Chelsea FCW,Left Center Back,0.04871006,Normal,Head,Open Play,0,0,110.2,42.1,10.022474744293445,0.7482644885869182
97,1,12,"[111.5, 36.9]",1.0,Samantha May Kerr,From Corner,Chelsea FCW,Center Forward,0.10028945,Half Volley,Left Foot,Open Play,0,0,111.5,36.9,9.047651629014018,0.8013836535709284
98,1,13,"[102.6, 32.0]",0.0,Guro Reiten,Regular Play,Chelsea FCW,Left Wing,0.068985574,Normal,Right Foot,Open Play,1,0,102.6,32.0,19.150979087242515,0.37779011570879584
99,1,16,"[112.6, 29.5]",0.0,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.35750082,Half Volley,Right Foot,Open Play,1,0,112.6,29.5,12.845621822239671,0.378166929182741
100,1,18,"[104.8, 25.8]",0.0,Hannah Jayne Blundell,From Throw In,Chelsea FCW,Left Back,0.019846639,Half Volley,Right Foot,Open Play,1,0,104.8,25.8,20.80096151623766,0.2839452401086543
101,1,19,"[116.0, 46.7]",1.0,Guro Reiten,From Corner,Chelsea FCW,Left Wing,0.0975144999999999,Normal,Head,Open Play,0,0,116.0,46.7,7.803204469959764,0.6193005796189538
102,1,19,"[103.3, 36.1]",1.0,Jessie Alexandra Fleming,From Corner,Chelsea FCW,Right Center Midfield,0.027882278,Half Volley,Right Foot,Open Play,1,0,103.3,36.1,17.149344010777792,0.44784724234746803
103,1,23,"[110.9, 41.6]",1.0,Samantha May Kerr,From Throw In,Chelsea FCW,Center Forward,0.10416657,Normal,Head,Open Play,0,1,110.9,41.6,9.239588735436222,0.809519530329544
104,1,35,"[115.5, 50.0]",0.0,Samantha May Kerr,From Counter,Chelsea FCW,Center Forward,0.13921921,Normal,Right Foot,Open Play,1,0,115.5,50.0,10.965856099730654,0.3325028281877431
105,1,35,"[101.5, 51.3]",0.0,Francesca Kirby,Regular Play,Chelsea FCW,Center Attacking Midfield,0.04064146,Normal,Left Foot,Open Play,0,0,101.5,51.3,21.678099547700207,0.31516708325916504
106,1,43,"[113.5, 41.9]",1.0,Magdalena Lilly Eriksson,From Corner,Chelsea FCW,Left Center Back,0.4008533999999999,Half Volley,Right Foot,Open Play,1,0,113.5,41.9,6.772001181334804,1.0495403364800648
107,1,45,"[108.4, 54.2]",0.0,Jessica Carter,Regular Play,Chelsea FCW,Right Back,0.06046214,Normal,Left Foot,Open Play,0,0,108.4,54.2,18.335757415498275,0.28209032894103037
108,2,46,"[103.5, 35.1]",0.0,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.047118004,Normal,Right Foot,Open Play,0,0,103.5,35.1,17.212204972053986,0.44017245590571213
109,2,54,"[91.9, 20.4]",0.0,Chloe Arthur,From Free Kick,Aston Villa,Left Defensive Midfield,0.015560847,Normal,Right Foot,Open Play,0,0,91.9,20.4,34.26032691029086,0.19178006093766187
110,2,56,"[105.9, 40.9]",0.0,Samantha May Kerr,From Throw In,Chelsea FCW,Center Forward,0.19553524,Normal,Left Foot,Open Play,1,1,105.9,40.9,14.128694207179935,0.550876739448173
111,2,61,"[106.2, 27.8]",0.0,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.100046225,Normal,Right Foot,Open Play,1,0,106.2,27.8,18.419554826325196,0.3290821270974512
112,2,62,"[110.2, 57.4]",0.0,Pernille Mosegaard Harder,Regular Play,Chelsea FCW,Center Forward,0.017889384,Normal,Right Foot,Open Play,0,0,110.2,57.4,19.969977466186585,0.20201307370963603
113,2,67,"[96.6, 33.9]",0.0,So-Yun Ji,Regular Play,Chelsea FCW,Center Attacking Midfield,0.03711333,Normal,Right Foot,Open Play,0,0,96.6,33.9,24.182018112638993,0.3179639539924576
114,2,92,"[99.0, 32.0]",0.0,Jessie Alexandra Fleming,From Throw In,Chelsea FCW,Right Wing,0.058291517,Normal,Right Foot,Open Play,0,0,99.0,32.0,22.47220505424423,0.33092460894175235
115,1,1,"[94.9, 30.7]",0.0,Fara Williams,From Corner,Reading WFC,Left Center Midfield,0.015404678,Normal,Right Foot,Open Play,0,0,94.9,30.7,26.767517628648342,0.27916674894633253
116,1,3,"[101.9, 50.4]",0.0,Rachel Rowe,From Throw In,Reading WFC,Center Defensive Midfield,0.022089956,Normal,Left Foot,Open Play,0,0,101.9,50.4,20.87510479015614,0.332169588947619
117,1,16,"[95.7, 47.0]",0.0,Angharad James,Regular Play,Reading WFC,Right Center Midfield,0.033726297,Normal,Left Foot,Open Play,1,0,95.7,47.0,25.28813951242756,0.3022409058193002
118,1,22,"[94.9, 37.6]",0.0,Danielle Carter,Regular Play,Reading WFC,Left Midfield,0.022124205,Normal,Right Foot,Open Play,0,0,94.9,37.6,25.214479966876173,0.313319165588912
119,1,32,"[115.0, 47.1]",1.0,Aileen Whelan,From Free Kick,Brighton & Hove Albion WFC,Center Defensive Midfield,0.09189294,Normal,Head,Open Play,0,0,115.0,47.1,8.683893136145793,0.5925721415056755
120,1,35,"[107.9, 40.0]",0.0,Fara Williams,Other,Reading WFC,Left Center Midfield,0.76,Normal,Right Foot,Penalty,0,1,107.9,40.0,12.099999999999994,0.6385383398226833
121,1,37,"[111.0, 54.0]",1.0,Kayleigh Green,Regular Play,Brighton & Hove Albion WFC,Right Wing,0.0507083,Normal,Right Foot,Open Play,0,0,111.0,54.0,16.64331697709324,0.26916749278570057
122,1,37,"[111.9, 51.2]",0.0,Kayleigh Green,Regular Play,Brighton & Hove Albion WFC,Right Wing,0.17176127,Volley,Left Foot,Open Play,1,0,111.9,51.2,13.822083779228079,0.3545381899008083
123,1,42,"[110.9, 38.9]",0.0,Danielle Carter,From Throw In,Reading WFC,Left Midfield,0.24541596,Half Volley,Left Foot,Open Play,0,1,110.9,38.9,9.166242414424785,0.8193291776897362
124,1,43,"[108.6, 44.8]",1.0,Geum-Min Lee,From Free Kick,Brighton & Hove Albion WFC,Center Forward,0.09568319,Normal,Head,Open Play,0,1,108.6,44.8,12.369316876852984,0.5873285220857957
125,1,44,"[84.1, 43.7]",0.0,Geum-Min Lee,From Kick Off,Reading WFC,Center Forward,0.009374599,Normal,Right Foot,Open Play,0,1,84.1,43.7,36.090164865237185,0.21963990723228408
126,2,46,"[112.8, 33.7]",0.0,Natasha Harding,From Free Kick,Reading WFC,Right Midfield,0.14070255,Half Volley,Right Foot,Open Play,1,0,112.8,33.7,9.567131231461184,0.6515233404686697
127,2,50,"[101.3, 26.9]",0.0,Angharad James,From Throw In,Reading WFC,Right Center Midfield,0.023501746,Normal,Left Foot,Open Play,1,0,101.3,26.9,22.831995094603542,0.2878398121777226
128,2,50,"[88.2, 42.9]",1.0,Angharad James,From Throw In,Reading WFC,Right Center Midfield,0.016235711,Normal,Right Foot,Open Play,1,0,88.2,42.9,31.931958912663028,0.24824639569817178
129,2,54,"[113.4, 28.4]",0.0,Natasha Harding,Regular Play,Reading WFC,Left Midfield,0.16136916,Normal,Left Foot,Open Play,0,1,113.4,28.4,13.346160496562296,0.3148510422448493
130,2,60,"[108.5, 44.7]",0.0,Kayleigh Green,From Throw In,Brighton & Hove Albion WFC,Right Wing,0.06790904,Volley,Right Foot,Open Play,1,0,108.5,44.7,12.423365083583434,0.5868674165623147
131,2,63,"[98.9, 50.2]",0.0,Libby Bance,From Throw In,Brighton & Hove Albion WFC,Left Defensive Midfield,0.018934827,Normal,Right Foot,Open Play,0,0,98.9,50.2,23.436083290515924,0.30656979196914136
132,2,66,"[105.8, 37.8]",0.0,Inessa Kaagman,From Throw In,Brighton & Hove Albion WFC,Left Midfield,0.050220586,Volley,Right Foot,Open Play,1,0,105.8,37.8,14.369411957348849,0.5377594384964851
