,period,minute,location,under_pressure,player_name,pattern_of_play,team,player_position,statsbomb_xg,technique,body_part,tipe,outcome,first_time
0,1,1,"[100.6, 54.6]",,Stine Larsen,From Keeper,Aston Villa,Left Center Forward,0.037459332000000005,Normal,Left Foot,Open Play,Blocked,False
1,1,5,"[109.4, 43.0]",,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.026655061,Normal,Head,Open Play,Wayward,False
2,1,6,"[95.6, 38.9]",,Jill Roord,From Throw In,Arsenal WFC,Left Center Midfield,0.034883816000000005,Normal,Right Foot,Open Play,Blocked,False
3,1,10,"[95.6, 44.6]",,Bethany Mead,From Throw In,Arsenal WFC,Center Forward,0.020818915,Normal,Right Foot,Open Play,Off T,False
4,1,14,"[111.0, 33.7]",,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.11266468,Half Volley,Left Foot,Open Play,Off T,True
5,1,19,"[94.0, 44.3]",,Danielle van de Donk,From Throw In,Arsenal WFC,Right Center Midfield,0.028800415000000003,Normal,Right Foot,Open Play,Blocked,False
6,1,31,"[96.5, 26.3]",,Bethany Mead,From Free Kick,Arsenal WFC,Center Forward,0.048227828,Normal,Right Foot,Free Kick,Off T,False
7,1,34,"[101.8, 35.1]",1.0,Jill Roord,Regular Play,Arsenal WFC,Left Center Midfield,0.082971126,Normal,Right Foot,Open Play,Saved,False
8,1,36,"[102.2, 48.9]",,Bethany Mead,From Throw In,Arsenal WFC,Center Forward,0.046949074,Normal,Left Foot,Open Play,Blocked,False
9,1,38,"[95.7, 41.3]",,Noelle Maritz,From Throw In,Arsenal WFC,Right Back,0.02634857,Normal,Left Foot,Open Play,Saved,False
10,1,38,"[111.8, 46.2]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.010444514,Normal,Head,Open Play,Blocked,False
11,1,39,"[114.7, 42.8]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.15369453,Normal,Head,Open Play,Saved,False
12,1,39,"[102.1, 31.1]",,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.044273887000000005,Normal,Left Foot,Open Play,Blocked,False
13,1,44,"[102.8, 37.3]",,Bethany Mead,From Keeper,Arsenal WFC,Center Forward,0.054772194,Normal,Left Foot,Open Play,Blocked,False
14,2,46,"[97.5, 31.5]",,Vivianne Miedema,Regular Play,Arsenal WFC,Left Wing,0.036245182,Normal,Right Foot,Open Play,Off T,False
15,2,48,"[101.3, 59.6]",,Stine Larsen,Regular Play,Aston Villa,Left Center Forward,0.05839978,Normal,Right Foot,Open Play,Off T,False
16,2,49,"[110.8, 36.3]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Left Wing,0.053832423000000004,Volley,Left Foot,Open Play,Off T,True
17,2,50,"[99.3, 42.5]",,Vivianne Miedema,From Throw In,Arsenal WFC,Left Wing,0.031911425,Normal,Left Foot,Open Play,Blocked,False
18,2,50,"[109.6, 44.9]",,Danielle van de Donk,From Throw In,Arsenal WFC,Right Center Midfield,0.21475258,Volley,Right Foot,Open Play,Off T,True
19,2,56,"[97.7, 28.6]",,Elisha N''Dow,Regular Play,Aston Villa,Right Center Back,0.030189594,Normal,Right Foot,Open Play,Off T,True
20,2,57,"[115.9, 39.2]",,Vivianne Miedema,From Goal Kick,Arsenal WFC,Left Wing,0.40806144,Half Volley,Left Foot,Open Play,Goal,True
21,2,61,"[87.7, 22.2]",,Jordan Nobbs,From Free Kick,Arsenal WFC,Right Wing,0.014656003,Normal,Right Foot,Open Play,Saved,False
22,2,66,"[110.7, 31.1]",,Vivianne Miedema,Regular Play,Arsenal WFC,Left Wing,0.34861112,Normal,Left Foot,Open Play,Saved,False
23,2,66,"[110.4, 37.2]",,Jordan Nobbs,Regular Play,Arsenal WFC,Right Wing,0.43302402,Normal,Left Foot,Open Play,Goal,True
24,2,68,"[109.3, 46.6]",,Noelle Maritz,Regular Play,Arsenal WFC,Right Back,0.29524849999999997,Normal,Left Foot,Open Play,Post,False
25,2,68,"[111.0, 33.9]",,Katie McCabe,Regular Play,Arsenal WFC,Left Back,0.16477874,Diving Header,Head,Open Play,Saved,False
26,2,70,"[101.2, 44.8]",,Bethany Mead,From Throw In,Arsenal WFC,Center Forward,0.051100373000000004,Normal,Left Foot,Open Play,Off T,False
27,2,72,"[93.8, 39.0]",,Jill Roord,From Throw In,Arsenal WFC,Left Center Midfield,0.029416695000000003,Normal,Left Foot,Open Play,Off T,False
28,2,72,"[92.3, 28.1]",,Katie McCabe,Regular Play,Arsenal WFC,Left Back,0.0190712,Normal,Left Foot,Open Play,Goal,False
29,2,77,"[117.7, 35.2]",1.0,Stine Larsen,Regular Play,Aston Villa,Left Center Forward,0.22659361,Normal,Head,Open Play,Off T,False
30,2,87,"[116.1, 40.6]",,Lisa Evans,Regular Play,Arsenal WFC,Left Center Midfield,0.33709714,Normal,Head,Open Play,Goal,False
31,2,88,"[110.8, 57.7]",,Stine Larsen,From Throw In,Arsenal WFC,Left Center Forward,0.020264043000000002,Normal,Left Foot,Open Play,Wayward,False
32,1,2,"[113.3, 41.9]",,Caitlin Jade Foord,From Kick Off,Arsenal WFC,Center Attacking Midfield,0.43609425,Normal,Head,Open Play,Saved,False
33,1,2,"[112.2, 40.4]",,Carlotte Wubben-Moy,From Corner,Arsenal WFC,Left Center Back,0.28086048,Normal,Head,Open Play,Off T,False
34,1,9,"[110.4, 38.2]",,Katie McCabe,Regular Play,Arsenal WFC,Left Back,0.26262522,Volley,Left Foot,Open Play,Off T,True
35,1,12,"[106.3, 51.1]",,Vivianne Miedema,From Free Kick,Arsenal WFC,Center Forward,0.12627019,Normal,Right Foot,Open Play,Saved,True
36,1,28,"[112.2, 52.1]",,Vivianne Miedema,Regular Play,Arsenal WFC,Center Forward,0.14120513,Normal,Left Foot,Open Play,Off T,False
37,1,32,"[98.5, 45.7]",,Vivianne Miedema,From Throw In,Arsenal WFC,Center Forward,0.03876831,Normal,Left Foot,Open Play,Goal,False
38,1,34,"[112.4, 41.5]",1.0,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.12674831,Normal,Head,Open Play,Off T,False
39,1,42,"[90.1, 40.2]",,Kenza Dali,Regular Play,West Ham United LFC,Right Wing,0.022496447000000003,Normal,Right Foot,Open Play,Blocked,False
40,1,43,"[107.6, 41.1]",1.0,Dagný Brynjarsdóttir,From Corner,West Ham United LFC,Left Wing,0.027749015000000002,Normal,Head,Open Play,Off T,False
41,1,44,"[109.3, 36.2]",,Dagný Brynjarsdóttir,Regular Play,West Ham United LFC,Left Wing,0.10500124,Normal,Head,Open Play,Off T,False
42,2,52,"[90.9, 32.3]",,Emily Louise van Egmond,From Throw In,West Ham United LFC,Left Defensive Midfield,0.016119216000000002,Normal,Right Foot,Open Play,Off T,False
43,2,53,"[95.5, 31.6]",,Vivianne Miedema,Regular Play,Arsenal WFC,Center Attacking Midfield,0.029564602000000002,Normal,Left Foot,Open Play,Saved,False
44,2,59,"[114.3, 39.9]",,Bethany Mead,From Throw In,Arsenal WFC,Right Midfield,0.24843171,Half Volley,Right Foot,Open Play,Saved,False
45,2,69,"[101.5, 50.1]",,Caitlin Jade Foord,Regular Play,Arsenal WFC,Center Forward,0.43217123,Normal,Right Foot,Open Play,Saved,True
46,2,72,"[94.4, 46.1]",,Bethany Mead,Regular Play,Arsenal WFC,Right Midfield,0.018745264,Normal,Right Foot,Open Play,Blocked,False
47,2,75,"[112.4, 38.9]",1.0,Martha Thomas,From Corner,West Ham United LFC,Right Defensive Midfield,0.079213746,Normal,Head,Open Play,Wayward,False
48,2,75,"[106.9, 48.7]",,Emily Louise van Egmond,From Corner,West Ham United LFC,Left Defensive Midfield,0.017087104000000002,Normal,Right Foot,Open Play,Blocked,False
49,2,77,"[113.5, 51.1]",,Kim Little,From Goal Kick,Arsenal WFC,Left Center Midfield,0.13460933,Normal,Right Foot,Open Play,Goal,False
50,2,84,"[108.9, 45.8]",1.0,Martha Thomas,Regular Play,West Ham United LFC,Right Defensive Midfield,0.026064849,Normal,Head,Open Play,Saved,False
51,2,87,"[108.2, 29.1]",1.0,Jill Roord,Regular Play,Arsenal WFC,Center Forward,0.17669688,Normal,Right Foot,Open Play,Saved,True
52,2,90,"[106.9, 47.1]",,Vivianne Miedema,Regular Play,Arsenal WFC,Center Attacking Midfield,0.18540873,Normal,Left Foot,Open Play,Blocked,False
53,2,91,"[109.1, 43.5]",,Leah Williamson,From Corner,Arsenal WFC,Right Center Back,0.06295697,Normal,Head,Open Play,Off T,False
54,1,10,"[97.5, 29.5]",,Kit Graham,Regular Play,Tottenham Hotspur Women,Center Attacking Midfield,0.025158163,Normal,Left Foot,Open Play,Saved,False
55,1,11,"[96.0, 58.5]",,Mana Iwabuchi,From Keeper,Aston Villa,Right Center Midfield,0.010134946,Normal,Right Foot,Open Play,Goal,False
56,1,16,"[79.6, 18.4]",,Angela Addison,From Goal Kick,Tottenham Hotspur Women,Left Wing,0.059937906000000006,Normal,Right Foot,Open Play,Off T,False
57,1,19,"[104.7, 50.8]",1.0,Diana Micaela Abreu de Sousa e Silva,Regular Play,Aston Villa,Left Center Forward,0.06034843300000001,Normal,Right Foot,Open Play,Blocked,False
58,1,19,"[94.1, 48.2]",,Marisa Ewers,Regular Play,Aston Villa,Center Defensive Midfield,0.021879582,Half Volley,Right Foot,Open Play,Blocked,True
59,1,25,"[98.8, 40.4]",,Alanna Stephanie Kennedy,From Corner,Tottenham Hotspur Women,Left Defensive Midfield,0.053874623,Normal,Right Foot,Open Play,Off T,True
60,1,26,"[94.0, 44.4]",,Mana Iwabuchi,From Goal Kick,Aston Villa,Right Center Midfield,0.019171877,Normal,Right Foot,Open Play,Saved,False
61,1,28,"[91.5, 50.9]",,Nadine Hanssen,From Throw In,Aston Villa,Left Center Midfield,0.018342221000000002,Normal,Right Foot,Open Play,Off T,False
62,1,28,"[93.0, 24.1]",,Kerys Harrop,From Goal Kick,Tottenham Hotspur Women,Left Back,0.017016739,Normal,Left Foot,Open Play,Off T,False
63,1,34,"[106.6, 42.9]",,Alanna Stephanie Kennedy,From Corner,Tottenham Hotspur Women,Left Defensive Midfield,0.03168202,Normal,Head,Open Play,Saved,False
64,1,46,"[100.6, 42.7]",,Alanna Stephanie Kennedy,From Throw In,Tottenham Hotspur Women,Left Defensive Midfield,0.054472584000000004,Volley,Right Foot,Open Play,Off T,True
65,2,58,"[93.3, 28.6]",,Kit Graham,Regular Play,Tottenham Hotspur Women,Center Attacking Midfield,0.01131817,Normal,Left Foot,Open Play,Off T,False
66,2,67,"[100.9, 20.3]",,Mana Iwabuchi,From Free Kick,Aston Villa,Right Center Midfield,0.03382795,Normal,Right Foot,Free Kick,Off T,False
67,2,68,"[99.1, 33.5]",,Diana Micaela Abreu de Sousa e Silva,From Corner,Aston Villa,Left Center Forward,0.023983499999999998,Volley,Right Foot,Open Play,Blocked,True
68,2,68,"[107.8, 35.1]",1.0,Mana Iwabuchi,From Corner,Aston Villa,Right Center Midfield,0.034124244000000005,Normal,Head,Open Play,Saved Off Target,False
69,2,75,"[98.2, 48.9]",,Ria Percival,Regular Play,Tottenham Hotspur Women,Right Back,0.054414432000000006,Normal,Right Foot,Open Play,Blocked,True
70,2,93,"[98.6, 53.0]",,Rosella Ayane,From Throw In,Tottenham Hotspur Women,Right Wing,0.047519952000000004,Normal,Left Foot,Open Play,Blocked,True
71,2,93,"[103.1, 35.5]",,Alanna Stephanie Kennedy,From Throw In,Tottenham Hotspur Women,Left Defensive Midfield,0.01898562,Normal,Head,Open Play,Blocked,False
72,2,93,"[91.1, 39.0]",,Shelina Laura Zadorsky,From Throw In,Tottenham Hotspur Women,Left Center Back,0.014935113000000002,Normal,Right Foot,Open Play,Off T,True
73,2,99,"[104.5, 44.8]",,So-Hyun Cho,From Throw In,Tottenham Hotspur Women,Right Defensive Midfield,0.13235779,Normal,Left Foot,Open Play,Off T,True
74,1,3,"[88.1, 45.5]",1.0,Geum-Min Lee,Regular Play,Brighton & Hove Albion WFC,Left Center Forward,0.013761683,Half Volley,Right Foot,Open Play,Saved,False
75,1,6,"[93.8, 59.4]",1.0,Ingrid Moe Wold,Regular Play,Everton LFC,Right Back,0.013189254000000001,Normal,Right Foot,Open Play,Blocked,False
76,1,7,"[103.0, 27.5]",,Hayley Emma Raso,From Throw In,Everton LFC,Right Wing,0.025489135000000003,Half Volley,Right Foot,Open Play,Blocked,False
77,1,15,"[111.8, 46.8]",1.0,Hayley Emma Raso,From Counter,Everton LFC,Right Wing,0.13635182,Normal,Right Foot,Open Play,Blocked,False
78,1,21,"[101.1, 62.4]",,Claire Emslie,From Free Kick,Everton LFC,Left Wing,0.038882498,Normal,Left Foot,Free Kick,Off T,False
79,1,23,"[107.9, 40.0]",,Isobel Mary Christiansen,Other,Everton LFC,Center Attacking Midfield,0.76,Normal,Right Foot,Penalty,Goal,False
80,1,24,"[110.2, 43.3]",,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.3260996,Normal,Left Foot,Open Play,Goal,False
81,1,35,"[115.2, 35.9]",1.0,Jill Scott,From Corner,Everton LFC,Right Defensive Midfield,0.1921297,Normal,Head,Open Play,Off T,False
82,1,44,"[100.7, 29.6]",,Claire Emslie,From Throw In,Everton LFC,Left Wing,0.030308004000000003,Normal,Right Foot,Open Play,Saved,False
83,2,47,"[117.9, 39.1]",,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.7154318,Diving Header,Head,Open Play,Goal,False
84,2,51,"[105.1, 59.2]",,Ellie Brazil,From Throw In,Brighton & Hove Albion WFC,Right Midfield,0.020038933000000002,Normal,Right Foot,Open Play,Blocked,False
85,2,63,"[115.3, 37.7]",,Simone Magill,From Free Kick,Everton LFC,Center Forward,0.41837233,Half Volley,Left Foot,Open Play,Goal,True
86,2,65,"[111.7, 39.4]",,Kayleigh Green,From Free Kick,Brighton & Hove Albion WFC,Left Center Forward,0.12442296,Normal,Head,Open Play,Wayward,False
87,2,65,"[112.7, 42.2]",,Aileen Whelan,From Free Kick,Brighton & Hove Albion WFC,Right Center Forward,0.29772648,Volley,Left Foot,Open Play,Saved,False
88,2,73,"[115.5, 38.6]",,Nicoline Sørensen,From Goal Kick,Everton LFC,Left Wing,0.50117064,Normal,Head,Open Play,Off T,False
89,2,76,"[96.9, 38.5]",1.0,Megan Connolly,Regular Play,Brighton & Hove Albion WFC,Left Defensive Midfield,0.029008579000000003,Normal,Right Foot,Open Play,Saved,False
90,2,78,"[112.1, 36.3]",,Hayley Emma Raso,From Free Kick,Everton LFC,Right Wing,0.28634325,Normal,Right Foot,Open Play,Goal,True
91,2,84,"[107.6, 54.2]",,Aileen Whelan,Regular Play,Brighton & Hove Albion WFC,Right Center Forward,0.08634525500000001,Normal,Right Foot,Open Play,Post,False
92,2,85,"[116.4, 53.6]",,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.037287705000000004,Half Volley,Right Foot,Open Play,Off T,True
93,2,89,"[95.8, 30.2]",,Isobel Mary Christiansen,From Free Kick,Everton LFC,Center Attacking Midfield,0.02412909,Normal,Left Foot,Open Play,Off T,True
94,2,91,"[96.7, 39.7]",1.0,Alisha Lehmann,From Counter,Everton LFC,Center Forward,0.061947986000000003,Half Volley,Right Foot,Open Play,Off T,True
95,1,11,"[97.4, 35.1]",,Jessie Alexandra Fleming,Regular Play,Chelsea FCW,Right Center Midfield,0.039269947,Normal,Right Foot,Open Play,Blocked,False
96,1,12,"[110.2, 42.1]",1.0,Magdalena Lilly Eriksson,From Corner,Chelsea FCW,Left Center Back,0.04871006,Normal,Head,Open Play,Wayward,False
97,1,12,"[111.5, 36.9]",1.0,Samantha May Kerr,From Corner,Chelsea FCW,Center Forward,0.10028945,Half Volley,Left Foot,Open Play,Off T,False
98,1,13,"[102.6, 32.0]",,Guro Reiten,Regular Play,Chelsea FCW,Left Wing,0.06898557400000001,Normal,Right Foot,Open Play,Off T,True
99,1,16,"[112.6, 29.5]",,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.35750082,Half Volley,Right Foot,Open Play,Saved,True
100,1,18,"[104.8, 25.8]",,Hannah Jayne Blundell,From Throw In,Chelsea FCW,Left Back,0.019846639000000003,Half Volley,Right Foot,Open Play,Blocked,True
101,1,19,"[116.0, 46.7]",1.0,Guro Reiten,From Corner,Chelsea FCW,Left Wing,0.09751449999999999,Normal,Head,Open Play,Wayward,False
102,1,19,"[103.3, 36.1]",1.0,Jessie Alexandra Fleming,From Corner,Chelsea FCW,Right Center Midfield,0.027882278000000003,Half Volley,Right Foot,Open Play,Off T,True
103,1,23,"[110.9, 41.6]",1.0,Samantha May Kerr,From Throw In,Chelsea FCW,Center Forward,0.10416657,Normal,Head,Open Play,Goal,False
104,1,35,"[115.5, 50.0]",,Samantha May Kerr,From Counter,Chelsea FCW,Center Forward,0.13921921,Normal,Right Foot,Open Play,Saved,True
105,1,35,"[101.5, 51.3]",,Francesca Kirby,Regular Play,Chelsea FCW,Center Attacking Midfield,0.040641460000000004,Normal,Left Foot,Open Play,Off T,False
106,1,43,"[113.5, 41.9]",1.0,Magdalena Lilly Eriksson,From Corner,Chelsea FCW,Left Center Back,0.40085339999999997,Half Volley,Right Foot,Open Play,Off T,True
107,1,45,"[108.4, 54.2]",,Jessica Carter,Regular Play,Chelsea FCW,Right Back,0.060462140000000004,Normal,Left Foot,Open Play,Off T,False
108,2,46,"[103.5, 35.1]",,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.047118004000000005,Normal,Right Foot,Open Play,Blocked,False
109,2,54,"[91.9, 20.4]",,Chloe Arthur,From Free Kick,Aston Villa,Left Defensive Midfield,0.015560847000000001,Normal,Right Foot,Open Play,Saved,False
110,2,56,"[105.9, 40.9]",,Samantha May Kerr,From Throw In,Chelsea FCW,Center Forward,0.19553524,Normal,Left Foot,Open Play,Goal,True
111,2,61,"[106.2, 27.8]",,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.100046225,Normal,Right Foot,Open Play,Off T,True
112,2,62,"[110.2, 57.4]",,Pernille Mosegaard Harder,Regular Play,Chelsea FCW,Center Forward,0.017889384,Normal,Right Foot,Open Play,Off T,False
113,2,67,"[96.6, 33.9]",,So-Yun Ji,Regular Play,Chelsea FCW,Center Attacking Midfield,0.03711333,Normal,Right Foot,Open Play,Off T,False
114,2,92,"[99.0, 32.0]",,Jessie Alexandra Fleming,From Throw In,Chelsea FCW,Right Wing,0.058291517,Normal,Right Foot,Open Play,Off T,False
115,1,1,"[94.9, 30.7]",,Fara Williams,From Corner,Reading WFC,Left Center Midfield,0.015404678000000002,Normal,Right Foot,Open Play,Blocked,False
116,1,3,"[101.9, 50.4]",,Rachel Rowe,From Throw In,Reading WFC,Center Defensive Midfield,0.022089956,Normal,Left Foot,Open Play,Blocked,False
117,1,16,"[95.7, 47.0]",,Angharad James,Regular Play,Reading WFC,Right Center Midfield,0.033726297,Normal,Left Foot,Open Play,Off T,True
118,1,22,"[94.9, 37.6]",,Danielle Carter,Regular Play,Reading WFC,Left Midfield,0.022124205,Normal,Right Foot,Open Play,Blocked,False
119,1,32,"[115.0, 47.1]",1.0,Aileen Whelan,From Free Kick,Brighton & Hove Albion WFC,Center Defensive Midfield,0.09189294,Normal,Head,Open Play,Off T,False
120,1,35,"[107.9, 40.0]",,Fara Williams,Other,Reading WFC,Left Center Midfield,0.76,Normal,Right Foot,Penalty,Goal,False
121,1,37,"[111.0, 54.0]",1.0,Kayleigh Green,Regular Play,Brighton & Hove Albion WFC,Right Wing,0.0507083,Normal,Right Foot,Open Play,Saved,False
122,1,37,"[111.9, 51.2]",,Kayleigh Green,Regular Play,Brighton & Hove Albion WFC,Right Wing,0.17176127,Volley,Left Foot,Open Play,Saved,True
123,1,42,"[110.9, 38.9]",,Danielle Carter,From Throw In,Reading WFC,Left Midfield,0.24541596000000002,Half Volley,Left Foot,Open Play,Goal,False
124,1,43,"[108.6, 44.8]",1.0,Geum-Min Lee,From Free Kick,Brighton & Hove Albion WFC,Center Forward,0.09568319,Normal,Head,Open Play,Goal,False
125,1,44,"[84.1, 43.7]",,Geum-Min Lee,From Kick Off,Reading WFC,Center Forward,0.009374599,Normal,Right Foot,Open Play,Goal,False
126,2,46,"[112.8, 33.7]",,Natasha Harding,From Free Kick,Reading WFC,Right Midfield,0.14070255,Half Volley,Right Foot,Open Play,Blocked,True
127,2,50,"[101.3, 26.9]",,Angharad James,From Throw In,Reading WFC,Right Center Midfield,0.023501746,Normal,Left Foot,Open Play,Blocked,True
128,2,50,"[88.2, 42.9]",1.0,Angharad James,From Throw In,Reading WFC,Right Center Midfield,0.016235711,Normal,Right Foot,Open Play,Off T,True
129,2,54,"[113.4, 28.4]",,Natasha Harding,Regular Play,Reading WFC,Left Midfield,0.16136916,Normal,Left Foot,Open Play,Goal,False
130,2,60,"[108.5, 44.7]",,Kayleigh Green,From Throw In,Brighton & Hove Albion WFC,Right Wing,0.06790904,Volley,Right Foot,Open Play,Off T,True
131,2,63,"[98.9, 50.2]",,Libby Bance,From Throw In,Brighton & Hove Albion WFC,Left Defensive Midfield,0.018934827,Normal,Right Foot,Open Play,Blocked,False
132,2,66,"[105.8, 37.8]",,Inessa Kaagman,From Throw In,Brighton & Hove Albion WFC,Left Midfield,0.050220586000000005,Volley,Right Foot,Open Play,Saved,True
133,2,69,"[107.1, 51.3]",,Rachel Rowe,Regular Play,Reading WFC,Center Midfield,0.20648031,Normal,Right Foot,Open Play,Off T,False
134,2,70,"[102.5, 27.7]",,Rachel Rowe,Regular Play,Reading WFC,Center Midfield,0.039684564000000006,Normal,Right Foot,Open Play,Blocked,False
135,2,71,"[102.8, 47.0]",,Rachel Rowe,Regular Play,Reading WFC,Center Midfield,0.08562868,Normal,Right Foot,Open Play,Blocked,False
136,2,74,"[52.4, 40.1]",,Brooke Chaplen,From Throw In,Brighton & Hove Albion WFC,Center Forward,0.028996078,Normal,Right Foot,Open Play,Saved,False
137,2,82,"[100.4, 31.1]",,Inessa Kaagman,From Goal Kick,Brighton & Hove Albion WFC,Left Midfield,0.045841258,Normal,Left Foot,Open Play,Off T,True
138,2,88,"[108.2, 40.9]",,Amalie Vevle Eikeland,Regular Play,Reading WFC,Right Midfield,0.52309513,Normal,Right Foot,Open Play,Saved,False
139,2,89,"[115.0, 55.0]",1.0,Amalie Vevle Eikeland,Regular Play,Reading WFC,Right Midfield,0.024062265000000003,Normal,Right Foot,Open Play,Blocked,False
140,2,90,"[109.6, 45.7]",,Brooke Chaplen,Regular Play,Brighton & Hove Albion WFC,Center Forward,0.13856247,Normal,Left Foot,Open Play,Saved,False
141,1,4,"[111.3, 45.1]",1.0,Martha Thomas,From Corner,West Ham United LFC,Center Forward,0.09491416,Half Volley,Right Foot,Open Play,Off T,True
142,1,7,"[114.7, 37.6]",,Grace Fisk,From Corner,West Ham United LFC,Right Center Back,0.21800339999999999,Normal,Head,Open Play,Off T,False
143,1,8,"[100.1, 25.5]",,Kenza Dali,From Free Kick,West Ham United LFC,Right Center Midfield,0.08104354,Normal,Right Foot,Free Kick,Off T,False
144,1,10,"[104.1, 43.3]",,Emily Louise van Egmond,Regular Play,West Ham United LFC,Center Attacking Midfield,0.17079988000000002,Normal,Right Foot,Open Play,Blocked,True
145,1,16,"[114.6, 36.3]",1.0,Dagný Brynjarsdóttir,Regular Play,West Ham United LFC,Left Center Midfield,0.10655969,Normal,Head,Open Play,Off T,False
146,1,18,"[109.5, 43.6]",,Martha Thomas,From Corner,West Ham United LFC,Center Forward,0.027976278,Normal,Head,Open Play,Blocked,False
147,1,18,"[111.9, 47.2]",1.0,Martha Thomas,From Corner,West Ham United LFC,Center Forward,0.09051853,Half Volley,Right Foot,Open Play,Off T,True
148,1,30,"[93.4, 36.4]",,Kate Longhurst,From Throw In,West Ham United LFC,Center Defensive Midfield,0.032103255000000004,Normal,Left Foot,Open Play,Off T,True
149,1,39,"[96.9, 39.9]",,Emily Louise van Egmond,Regular Play,West Ham United LFC,Center Attacking Midfield,0.033495307,Normal,Right Foot,Open Play,Saved,False
150,1,44,"[111.2, 37.6]",,Dagný Brynjarsdóttir,Regular Play,West Ham United LFC,Left Center Midfield,0.52463967,Normal,Right Foot,Open Play,Blocked,True
151,1,45,"[104.8, 50.4]",,Stine Larsen,Regular Play,Aston Villa,Right Center Forward,0.04997223,Normal,Right Foot,Open Play,Saved,False
152,1,45,"[107.6, 56.4]",,Martha Thomas,Regular Play,West Ham United LFC,Center Forward,0.032224678,Normal,Right Foot,Open Play,Saved,False
153,2,45,"[104.9, 38.9]",,Shania Hayles,Regular Play,Aston Villa,Left Center Forward,0.35054029999999997,Normal,Left Foot,Open Play,Saved,False
154,2,45,"[111.6, 39.9]",,Shania Hayles,Regular Play,Aston Villa,Left Center Forward,0.5002843,Normal,Right Foot,Open Play,Saved,False
155,2,46,"[105.0, 54.5]",,Kenza Dali,From Counter,West Ham United LFC,Right Center Midfield,0.021619134,Normal,Right Foot,Open Play,Blocked,False
156,2,48,"[101.6, 46.8]",,Kenza Dali,Regular Play,West Ham United LFC,Right Center Midfield,0.041062742,Normal,Right Foot,Open Play,Blocked,False
157,2,49,"[110.2, 53.1]",1.0,Martha Thomas,Regular Play,West Ham United LFC,Center Forward,0.036617,Normal,Right Foot,Open Play,Saved,False
158,2,55,"[105.0, 56.7]",1.0,Cecilie Redisch Kvamme,From Throw In,West Ham United LFC,Right Wing Back,0.037245423,Normal,Right Foot,Open Play,Off T,False
159,2,56,"[104.4, 39.8]",,Shania Hayles,From Goal Kick,Aston Villa,Left Center Forward,0.12620826,Volley,Left Foot,Open Play,Blocked,False
160,2,58,"[111.3, 37.8]",1.0,Martha Thomas,Regular Play,West Ham United LFC,Center Forward,0.09587801,Normal,Head,Open Play,Off T,False
161,2,70,"[103.1, 43.8]",,Emily Louise van Egmond,From Throw In,West Ham United LFC,Center Attacking Midfield,0.09873377500000001,Normal,Right Foot,Open Play,Blocked,True
162,2,70,"[108.1, 37.0]",,Mayumi Pacheco,From Throw In,West Ham United LFC,Left Wing Back,0.10606669,Normal,Right Foot,Open Play,Blocked,False
163,2,77,"[98.1, 30.9]",,Olivia McLoughlin,From Corner,Aston Villa,Left Defensive Midfield,0.011931347,Half Volley,Right Foot,Open Play,Wayward,False
164,2,77,"[102.1, 39.3]",,Kenza Dali,From Keeper,West Ham United LFC,Right Center Midfield,0.09962399999999999,Normal,Right Foot,Open Play,Off T,True
165,2,78,"[104.0, 42.9]",,Martha Thomas,From Counter,West Ham United LFC,Center Forward,0.31269127,Normal,Right Foot,Open Play,Post,True
166,2,80,"[110.7, 37.9]",1.0,Stine Larsen,From Corner,Aston Villa,Right Center Forward,0.052977804,Normal,Head,Open Play,Off T,False
167,2,82,"[97.2, 29.4]",,Emily Syme,From Keeper,Aston Villa,Center Attacking Midfield,0.033600282,Normal,Right Foot,Open Play,Saved,False
168,2,86,"[96.1, 32.4]",,Kenza Dali,Regular Play,West Ham United LFC,Right Center Midfield,0.028184630000000002,Normal,Right Foot,Open Play,Blocked,False
169,2,86,"[98.8, 46.6]",,Kenza Dali,Regular Play,West Ham United LFC,Right Center Midfield,0.026491748000000002,Normal,Right Foot,Open Play,Off T,True
170,2,88,"[113.5, 43.0]",1.0,Dagný Brynjarsdóttir,From Corner,West Ham United LFC,Left Center Midfield,0.061862674000000006,Normal,Head,Open Play,Off T,False
171,2,90,"[110.8, 30.8]",,Gilly Louise Scarlett Flaherty,From Corner,West Ham United LFC,Center Back,0.08028723,Normal,Right Foot,Open Play,Blocked,False
172,2,90,"[103.0, 46.6]",,Martha Thomas,From Corner,West Ham United LFC,Center Forward,0.03675302,Normal,Left Foot,Open Play,Blocked,True
