,period,minute,location,under_pressure,player_name,pattern_of_play,team,player_position,statsbomb_xg,technique,body_part,tipe,outcome,first_time
5183,1,24,"[112.0, 40.7]",,Lucy Graham,From Free Kick,Everton LFC,Center Defensive Midfield,0.27592543,Diving Header,Head,Open Play,Saved,False
5184,1,24,"[114.1, 47.8]",,Esme Beth Morgan,From Free Kick,Everton LFC,Right Back,0.053926945000000004,Normal,Right Foot,Open Play,Blocked,True
5185,1,30,"[95.9, 41.6]",,Molly Pike,From Throw In,Everton LFC,Right Center Midfield,0.046105977000000006,Normal,Right Foot,Open Play,Blocked,True
5186,1,31,"[99.4, 35.9]",1.0,Lucy Graham,Regular Play,Everton LFC,Center Defensive Midfield,0.051828958,Normal,Left Foot,Open Play,Blocked,False
5187,1,31,"[106.6, 42.1]",,Lucy Graham,From Corner,Everton LFC,Center Defensive Midfield,0.029307103,Normal,Head,Open Play,Wayward,False
5188,1,38,"[84.3, 43.0]",,Chloe Kelly,From Counter,Everton LFC,Right Wing,0.011395265,Normal,Right Foot,Open Play,Blocked,False
5189,1,39,"[90.3, 55.4]",,Rachel Furness,Regular Play,Tottenham Hotspur Women,Right Center Midfield,0.008550809000000001,Normal,Left Foot,Open Play,Blocked,False
5190,2,47,"[88.9, 43.3]",,Chloe Peplow,Regular Play,Tottenham Hotspur Women,Center Defensive Midfield,0.011940446,Normal,Right Foot,Open Play,Blocked,True
5191,2,55,"[99.5, 42.0]",1.0,Lucy Graham,From Goal Kick,Everton LFC,Center Defensive Midfield,0.048915945,Normal,Right Foot,Open Play,Goal,True
5192,2,57,"[91.4, 42.4]",,Chloe Kelly,Regular Play,Everton LFC,Right Wing,0.031682663,Normal,Right Foot,Open Play,Post,False
5193,2,63,"[98.8, 53.6]",,Chloe Kelly,From Throw In,Everton LFC,Right Wing,0.031488452,Normal,Right Foot,Open Play,Blocked,False
5194,2,64,"[109.8, 44.2]",,Chloe Kelly,From Throw In,Everton LFC,Right Wing,0.08054335400000001,Normal,Left Foot,Open Play,Blocked,False
5195,2,64,"[96.4, 39.9]",,Molly Pike,From Corner,Everton LFC,Right Center Midfield,0.03661266,Normal,Right Foot,Open Play,Saved,False
5196,2,70,"[91.1, 24.1]",,Molly Pike,Regular Play,Everton LFC,Right Center Midfield,0.01468031,Normal,Right Foot,Open Play,Saved,False
5197,2,72,"[95.4, 53.4]",1.0,Chloe Kelly,Regular Play,Everton LFC,Right Wing,0.02515569,Normal,Left Foot,Open Play,Saved,False
5198,2,74,"[87.8, 47.0]",,Kit Graham,From Free Kick,Tottenham Hotspur Women,Center Attacking Midfield,0.026980082000000002,Normal,Left Foot,Free Kick,Off T,False
5199,2,74,"[103.6, 19.2]",,Rachel Furness,From Goal Kick,Everton LFC,Left Center Midfield,0.017837884000000002,Normal,Left Foot,Open Play,Off T,True
5200,2,76,"[83.6, 32.4]",,Kit Graham,From Counter,Tottenham Hotspur Women,Center Attacking Midfield,0.013056387000000001,Normal,Left Foot,Open Play,Off T,False
5201,2,79,"[110.0, 26.6]",1.0,Chloe Kelly,Regular Play,Everton LFC,Right Wing,0.15386622,Normal,Left Foot,Open Play,Blocked,False
5202,2,80,"[110.7, 45.8]",,Maéva Clemaron,From Corner,Everton LFC,Left Center Midfield,0.031997453,Backheel,Right Foot,Open Play,Saved,True
5203,2,86,"[111.2, 38.9]",1.0,Gabrielle George,From Corner,Everton LFC,Left Center Back,0.0436837,Normal,Head,Open Play,Saved,False
5204,2,90,"[105.1, 37.9]",,Kit Graham,From Free Kick,Tottenham Hotspur Women,Center Attacking Midfield,0.018153697,Volley,Left Foot,Open Play,Blocked,True
5205,2,91,"[116.0, 34.8]",1.0,Rianna Dean,Regular Play,Tottenham Hotspur Women,Center Forward,0.11880161,Normal,Head,Open Play,Off T,False
5206,2,93,"[95.6, 60.9]",,Hannah Cain,From Free Kick,Everton LFC,Center Forward,0.008475801,Normal,Right Foot,Open Play,Saved Off Target,False
5207,1,1,"[98.9, 32.3]",,Kate Natkiel,Regular Play,Brighton & Hove Albion WFC,Left Midfield,0.028706811000000002,Half Volley,Right Foot,Open Play,Saved,True
5208,1,10,"[83.9, 43.5]",1.0,Léa Le Garrec,From Throw In,Reading WFC,Left Center Midfield,0.009456279,Normal,Left Foot,Open Play,Saved,False
5209,1,12,"[84.8, 27.4]",,Fara Williams,From Throw In,Reading WFC,Center Attacking Midfield,0.011795065,Normal,Left Foot,Open Play,Saved,True
5210,1,13,"[95.9, 47.2]",1.0,Jade Moore,From Keeper,Reading WFC,Right Center Midfield,0.027299238,Normal,Right Foot,Open Play,Blocked,False
5211,1,14,"[119.2, 79.4]",,Fara Williams,From Corner,Reading WFC,Center Attacking Midfield,0.0,Normal,Left Foot,Corner,Goal,False
5212,1,17,"[89.6, 27.7]",,Léa Le Garrec,Regular Play,Brighton & Hove Albion WFC,Left Center Midfield,0.012945295,Normal,Right Foot,Open Play,Blocked,False
5213,1,17,"[112.4, 38.9]",1.0,Aileen Whelan,Regular Play,Brighton & Hove Albion WFC,Right Center Midfield,0.12659815,Normal,Head,Open Play,Goal,False
5214,1,19,"[104.7, 41.4]",1.0,Remi Allen,From Free Kick,Reading WFC,Left Defensive Midfield,0.018230915,Normal,Head,Open Play,Saved,False
5215,1,23,"[93.5, 38.8]",,Léa Le Garrec,Regular Play,Brighton & Hove Albion WFC,Left Center Midfield,0.023944968,Normal,Right Foot,Open Play,Off T,False
5216,1,33,"[106.0, 44.4]",,Iniabasi Anefiok Umotong,From Counter,Brighton & Hove Albion WFC,Center Forward,0.2939015,Half Volley,Right Foot,Open Play,Goal,False
5217,1,37,"[104.5, 49.2]",,Fara Williams,Regular Play,Reading WFC,Center Attacking Midfield,0.07186323,Normal,Right Foot,Open Play,Saved,True
5218,1,38,"[112.4, 40.4]",,Millie Farrow,From Corner,Reading WFC,Center Forward,0.26214805,Half Volley,Right Foot,Open Play,Off T,True
5219,1,41,"[96.1, 44.1]",,Millie Farrow,Regular Play,Reading WFC,Center Forward,0.042493742,Normal,Left Foot,Open Play,Saved,False
5220,2,45,"[106.2, 41.1]",,Remi Allen,Regular Play,Reading WFC,Left Defensive Midfield,0.08693902,Normal,Right Foot,Open Play,Blocked,False
5221,2,56,"[89.0, 46.9]",,Amalie Vevle Eikeland,From Throw In,Reading WFC,Right Wing,0.28019553,Lob,Right Foot,Open Play,Off T,False
5222,2,60,"[70.4, 39.3]",,Jade Moore,From Free Kick,Reading WFC,Right Center Midfield,0.020666424000000003,Volley,Right Foot,Open Play,Saved,False
5223,2,62,"[111.2, 39.4]",,Iniabasi Anefiok Umotong,From Free Kick,Brighton & Hove Albion WFC,Center Forward,0.35538876,Half Volley,Right Foot,Open Play,Saved,False
5224,2,73,"[101.2, 38.8]",,Fara Williams,From Free Kick,Reading WFC,Center Attacking Midfield,0.15357524,Normal,Right Foot,Free Kick,Off T,False
5225,2,74,"[86.9, 35.1]",1.0,Léa Le Garrec,From Throw In,Brighton & Hove Albion WFC,Left Center Midfield,0.013929127000000001,Half Volley,Right Foot,Open Play,Off T,False
5226,2,76,"[102.2, 51.5]",,Brooke Chaplen,From Free Kick,Reading WFC,Left Wing,0.04845474,Normal,Right Foot,Open Play,Post,True
5227,2,78,"[100.5, 19.9]",1.0,Kate Natkiel,From Counter,Brighton & Hove Albion WFC,Left Midfield,0.015447532000000002,Normal,Left Foot,Open Play,Saved,False
5228,2,78,"[107.6, 26.8]",,Brooke Chaplen,Regular Play,Reading WFC,Left Wing,0.12199593,Normal,Left Foot,Open Play,Saved,True
5229,2,81,"[99.1, 34.5]",,Kayleigh Green,From Free Kick,Brighton & Hove Albion WFC,Right Midfield,0.032485273,Normal,Right Foot,Open Play,Blocked,False
5230,2,81,"[108.5, 21.7]",,Brooke Chaplen,From Throw In,Reading WFC,Left Wing,0.013160667000000001,Normal,Head,Open Play,Saved,False
5231,2,82,"[94.0, 33.3]",,Remi Allen,Regular Play,Reading WFC,Left Defensive Midfield,0.034234826,Normal,Right Foot,Open Play,Post,False
5232,2,90,"[102.5, 43.1]",,Fara Williams,From Throw In,Reading WFC,Center Attacking Midfield,0.026988170000000002,Normal,Head,Open Play,Saved,False
5233,2,93,"[103.3, 59.5]",,Kate Natkiel,From Throw In,Brighton & Hove Albion WFC,Left Midfield,0.015584677000000002,Normal,Left Foot,Open Play,Saved,False
5234,2,94,"[116.2, 46.8]",1.0,Lisa-Marie Utland,From Corner,Reading WFC,Center Forward,0.04944725,Normal,Head,Open Play,Blocked,False
5235,2,94,"[114.7, 40.1]",,Jade Moore,From Corner,Reading WFC,Right Center Midfield,0.22254822,Normal,Head,Open Play,Wayward,False
5236,2,94,"[114.1, 38.3]",1.0,Kristine Leine,From Corner,Reading WFC,Right Center Back,0.087809384,Normal,Head,Open Play,Wayward,False
5237,2,94,"[118.0, 36.6]",,Remi Allen,From Corner,Reading WFC,Left Defensive Midfield,0.50778157,Half Volley,Right Foot,Open Play,Goal,False
5238,1,1,"[105.6, 46.2]",,Rosella Ayane,From Free Kick,Birmingham City WFC,Right Midfield,0.5923892,Normal,Right Foot,Open Play,Post,True
5239,1,2,"[103.7, 35.9]",,Lucy Quinn,From Free Kick,Tottenham Hotspur Women,Left Midfield,0.13945097,Normal,Right Foot,Open Play,Saved,True
5240,1,2,"[103.5, 33.6]",,Coral-Jade Haines,From Free Kick,Tottenham Hotspur Women,Right Defensive Midfield,0.091376364,Normal,Right Foot,Open Play,Off T,True
5241,1,5,"[116.9, 37.3]",1.0,Rianna Dean,From Corner,Tottenham Hotspur Women,Right Center Forward,0.3172915,Normal,Head,Open Play,Wayward,False
5242,1,10,"[101.5, 41.9]",,Kit Graham,Regular Play,Tottenham Hotspur Women,Left Center Forward,0.04041423,Normal,Right Foot,Open Play,Blocked,True
5243,1,13,"[100.5, 52.3]",1.0,Lucy Staniforth,From Throw In,Birmingham City WFC,Left Center Midfield,0.034298718,Normal,Right Foot,Open Play,Saved,False
5244,1,16,"[98.9, 47.0]",,Rachel Williams,From Free Kick,Birmingham City WFC,Center Forward,0.027638447,Normal,Left Foot,Open Play,Off T,False
5245,1,20,"[112.3, 29.8]",,Kit Graham,From Throw In,Tottenham Hotspur Women,Left Center Forward,0.17496414,Normal,Left Foot,Open Play,Saved,False
5246,1,21,"[108.7, 40.7]",,Abbi Grant,From Free Kick,Birmingham City WFC,Left Wing,0.27084494,Normal,Head,Open Play,Goal,False
5247,1,24,"[87.8, 39.2]",,Lucy Staniforth,From Keeper,Birmingham City WFC,Left Center Midfield,0.011878928,Normal,Right Foot,Open Play,Off T,False
5248,1,26,"[96.7, 27.3]",,Coral-Jade Haines,From Corner,Tottenham Hotspur Women,Right Defensive Midfield,0.025384745,Normal,Right Foot,Open Play,Off T,True
5249,1,28,"[105.4, 52.7]",,Kit Graham,Regular Play,Tottenham Hotspur Women,Left Center Forward,0.022395568,Normal,Left Foot,Open Play,Blocked,False
5250,1,31,"[95.9, 54.1]",,Rebecca Holloway,From Free Kick,Birmingham City WFC,Left Center Back,0.027004596000000002,Normal,Left Foot,Free Kick,Saved,False
5251,1,35,"[101.0, 52.2]",,Kit Graham,From Free Kick,Tottenham Hotspur Women,Left Center Forward,0.08955097000000001,Normal,Left Foot,Free Kick,Off T,False
5252,1,36,"[92.2, 32.6]",1.0,Lucy Staniforth,From Goal Kick,Birmingham City WFC,Left Center Midfield,0.019670408,Normal,Left Foot,Open Play,Blocked,False
5253,1,44,"[89.6, 22.3]",,Rianna Dean,Regular Play,Birmingham City WFC,Right Center Forward,0.19626218,Lob,Right Foot,Open Play,Off T,False
5254,1,46,"[101.8, 56.3]",,Claudia Walker,From Throw In,Birmingham City WFC,Right Wing,0.03936583,Normal,Right Foot,Open Play,Saved,False
5255,2,53,"[87.8, 33.3]",,Lucy Staniforth,Regular Play,Birmingham City WFC,Left Center Midfield,0.0130057065,Normal,Right Foot,Open Play,Off T,False
5256,2,55,"[112.8, 46.8]",,Claudia Walker,From Throw In,Birmingham City WFC,Right Wing,0.11031774400000001,Volley,Right Foot,Open Play,Off T,True
5257,2,62,"[104.9, 38.3]",,Gemma Suzanne Davison,From Throw In,Tottenham Hotspur Women,Right Midfield,0.11308455,Normal,Right Foot,Open Play,Blocked,False
5258,2,72,"[114.7, 46.1]",,Kit Graham,From Free Kick,Tottenham Hotspur Women,Left Center Forward,0.13793238,Normal,Head,Open Play,Goal,False
5259,2,83,"[87.0, 45.1]",,Claudia Walker,From Throw In,Birmingham City WFC,Right Wing,0.010538141000000001,Normal,Right Foot,Open Play,Saved,False
5260,2,84,"[84.2, 39.1]",,Chloe Arthur,Regular Play,Birmingham City WFC,Right Center Midfield,0.013003074000000002,Normal,Right Foot,Open Play,Blocked,False
5261,2,84,"[102.8, 56.7]",,Claudia Walker,Regular Play,Birmingham City WFC,Right Wing,0.014755389,Normal,Right Foot,Open Play,Blocked,False
5262,2,93,"[81.1, 39.8]",,Josie Green,Regular Play,Tottenham Hotspur Women,Right Defensive Midfield,0.010813189,Normal,Right Foot,Open Play,Saved,False
5263,1,4,"[104.3, 49.5]",,Aileen Whelan,Regular Play,Brighton & Hove Albion WFC,Left Center Midfield,0.059503857,Normal,Right Foot,Open Play,Blocked,True
5264,1,5,"[108.6, 42.9]",,Kayleigh Green,From Throw In,Brighton & Hove Albion WFC,Right Midfield,0.059712555,Half Volley,Left Foot,Open Play,Blocked,True
5265,1,7,"[84.8, 39.4]",,Kit Graham,From Throw In,Tottenham Hotspur Women,Right Center Midfield,0.0072426796,Normal,Left Foot,Open Play,Blocked,False
5266,1,8,"[103.9, 60.8]",1.0,Kit Graham,From Throw In,Brighton & Hove Albion WFC,Right Center Midfield,0.009297439000000001,Normal,Left Foot,Open Play,Off T,False
5267,1,19,"[115.6, 49.1]",,Aileen Whelan,From Corner,Brighton & Hove Albion WFC,Left Center Midfield,0.03757861,Normal,Head,Open Play,Off T,False
5268,1,24,"[88.6, 51.3]",,Aileen Whelan,From Throw In,Brighton & Hove Albion WFC,Left Center Midfield,0.018996485,Normal,Right Foot,Open Play,Blocked,False
5269,1,24,"[90.3, 50.4]",,Aileen Whelan,From Throw In,Brighton & Hove Albion WFC,Left Center Midfield,0.014729174000000001,Normal,Left Foot,Open Play,Off T,True
5270,1,24,"[103.6, 54.5]",1.0,Rachel Furness,From Goal Kick,Tottenham Hotspur Women,Right Wing,0.054537736,Normal,Right Foot,Open Play,Saved,False
5271,1,25,"[102.2, 39.7]",,Léa Le Garrec,Regular Play,Brighton & Hove Albion WFC,Right Center Forward,0.03803338,Normal,Right Foot,Open Play,Blocked,False
5272,1,27,"[93.7, 27.6]",,Gemma Suzanne Davison,Regular Play,Tottenham Hotspur Women,Left Wing,0.012929257000000001,Normal,Right Foot,Open Play,Saved,False
5273,1,38,"[93.1, 33.0]",,Kate Natkiel,Regular Play,Brighton & Hove Albion WFC,Left Midfield,0.009490177,Half Volley,Right Foot,Open Play,Blocked,False
5274,1,44,"[82.5, 36.7]",,Léa Le Garrec,Other,Brighton & Hove Albion WFC,Right Center Forward,0.010119201000000001,Normal,Right Foot,Open Play,Saved,False
5275,1,45,"[91.3, 60.3]",,Kayleigh Green,From Keeper,Brighton & Hove Albion WFC,Right Midfield,0.018839713,Normal,Right Foot,Open Play,Blocked,False
5276,1,45,"[99.5, 39.2]",1.0,Kate Natkiel,From Keeper,Brighton & Hove Albion WFC,Left Midfield,0.035306405,Normal,Right Foot,Open Play,Blocked,False
5277,2,48,"[88.8, 40.7]",,Léa Le Garrec,Regular Play,Brighton & Hove Albion WFC,Right Center Forward,0.014281619,Normal,Right Foot,Open Play,Saved Off Target,False
5278,2,49,"[111.9, 30.4]",,Rianna Dean,Regular Play,Tottenham Hotspur Women,Center Forward,0.13773924,Normal,Right Foot,Open Play,Blocked,False
5279,2,51,"[115.0, 41.6]",1.0,Hannah Godfrey,From Corner,Tottenham Hotspur Women,Right Center Back,0.07568165,Normal,Head,Open Play,Off T,False
5280,2,56,"[114.0, 44.3]",,Ashleigh Neville,From Throw In,Tottenham Hotspur Women,Right Back,0.25052863000000003,Normal,Right Foot,Open Play,Blocked,False
5281,2,56,"[114.8, 42.6]",,Ashleigh Neville,From Throw In,Tottenham Hotspur Women,Right Back,0.34933412,Volley,Left Foot,Open Play,Blocked,True
5282,2,67,"[97.6, 41.7]",,Rachel Furness,Regular Play,Tottenham Hotspur Women,Right Wing,0.05804179600000001,Normal,Left Foot,Open Play,Saved,False
5283,2,67,"[115.7, 37.4]",,Rianna Dean,From Counter,Tottenham Hotspur Women,Center Forward,0.5712258,Normal,Right Foot,Open Play,Saved,True
5284,2,70,"[87.2, 37.3]",,Léa Le Garrec,From Free Kick,Brighton & Hove Albion WFC,Right Center Forward,0.015068836,Normal,Right Foot,Open Play,Blocked,False
5285,2,75,"[104.2, 45.7]",,Aileen Whelan,From Throw In,Brighton & Hove Albion WFC,Left Center Midfield,0.048159520000000004,Half Volley,Right Foot,Open Play,Blocked,False
5286,2,86,"[85.0, 56.5]",,Iniabasi Anefiok Umotong,Regular Play,Brighton & Hove Albion WFC,Left Center Forward,0.007071575,Normal,Right Foot,Open Play,Blocked,False
5287,2,88,"[111.9, 32.1]",1.0,Iniabasi Anefiok Umotong,From Throw In,Brighton & Hove Albion WFC,Left Center Forward,0.034549776000000004,Overhead Kick,Right Foot,Open Play,Blocked,True
5288,2,88,"[111.5, 33.9]",,Victoria Williams,From Throw In,Brighton & Hove Albion WFC,Left Center Back,0.05188615,Normal,Right Foot,Open Play,Blocked,False
5289,2,88,"[103.3, 30.3]",,Maya Le Tissier,From Throw In,Brighton & Hove Albion WFC,Right Center Midfield,0.019512802000000003,Volley,Right Foot,Open Play,Blocked,True
5290,2,91,"[114.8, 39.4]",,Amanda Nildén,From Free Kick,Brighton & Hove Albion WFC,Right Midfield,0.30495682,Volley,Left Foot,Open Play,Blocked,True
5291,1,7,"[99.1, 33.8]",,Aileen Whelan,From Throw In,Tottenham Hotspur Women,Left Center Forward,0.032452185,Normal,Left Foot,Open Play,Off T,True
5292,1,11,"[107.5, 55.3]",,Ashleigh Neville,From Throw In,Tottenham Hotspur Women,Right Back,0.047727183000000006,Normal,Left Foot,Open Play,Off T,False
5293,1,11,"[101.4, 21.7]",,Angela Addison,From Counter,Tottenham Hotspur Women,Left Wing,0.019581689000000003,Half Volley,Left Foot,Open Play,Saved,False
5294,1,13,"[112.7, 41.5]",1.0,Rianna Dean,From Throw In,Tottenham Hotspur Women,Center Forward,0.10752901000000001,Normal,Head,Open Play,Blocked,False
5295,1,13,"[94.3, 52.1]",,Ria Percival,From Throw In,Tottenham Hotspur Women,Left Center Midfield,0.009772518000000001,Normal,Right Foot,Open Play,Off T,False
5296,1,20,"[111.7, 54.6]",,Aileen Whelan,Regular Play,Brighton & Hove Albion WFC,Left Center Forward,0.024983956,Normal,Left Foot,Open Play,Off T,False
5297,1,33,"[88.2, 40.2]",,Siri Worm,From Free Kick,Tottenham Hotspur Women,Left Back,0.016364840000000002,Normal,Left Foot,Open Play,Saved,False
5298,1,34,"[103.7, 53.4]",,Aileen Whelan,From Throw In,Brighton & Hove Albion WFC,Left Center Forward,0.022934878000000002,Normal,Left Foot,Open Play,Blocked,False
5299,1,35,"[94.7, 49.4]",,Aileen Whelan,From Throw In,Brighton & Hove Albion WFC,Left Center Forward,0.028209848000000003,Normal,Right Foot,Open Play,Saved,False
5300,1,47,"[117.2, 44.5]",,Rianna Dean,Regular Play,Tottenham Hotspur Women,Center Forward,0.28280404,Normal,Head,Open Play,Saved,False
5301,2,61,"[91.3, 25.3]",,Ria Percival,From Corner,Tottenham Hotspur Women,Left Center Midfield,0.018596286,Normal,Right Foot,Open Play,Saved,False
5302,2,66,"[108.1, 40.0]",,Rianna Dean,Other,Tottenham Hotspur Women,Center Forward,0.76,Normal,Right Foot,Penalty,Goal,False
5303,2,67,"[94.6, 56.9]",,Iniabasi Anefiok Umotong,From Counter,Brighton & Hove Albion WFC,Left Center Forward,0.012217618500000001,Half Volley,Right Foot,Open Play,Off T,False
5304,2,72,"[113.9, 42.8]",,Kayleigh Green,From Free Kick,Brighton & Hove Albion WFC,Right Midfield,0.31656548,Half Volley,Right Foot,Open Play,Off T,True
5305,2,77,"[101.4, 46.5]",,Kit Graham,From Throw In,Tottenham Hotspur Women,Left Wing,0.11620077000000001,Normal,Left Foot,Open Play,Saved,False
5306,2,78,"[109.1, 47.4]",,Josie Green,From Throw In,Tottenham Hotspur Women,Right Center Midfield,0.05148416,Half Volley,Right Foot,Open Play,Off T,True
5307,2,83,"[117.2, 62.8]",,Iniabasi Anefiok Umotong,From Throw In,Brighton & Hove Albion WFC,Left Center Forward,0.029500289000000002,Normal,Right Foot,Open Play,Off T,False
5308,2,96,"[95.2, 54.7]",,Kate Natkiel,From Throw In,Brighton & Hove Albion WFC,Right Defensive Midfield,0.009690458,Half Volley,Right Foot,Open Play,Off T,False
5309,1,22,"[102.2, 17.8]",,Kirsty Linnett,From Throw In,West Ham United LFC,Center Attacking Midfield,0.009669189,Half Volley,Right Foot,Open Play,Saved,True
5310,1,25,"[98.6, 30.2]",,Adriana Kristina Leon,From Throw In,West Ham United LFC,Left Wing,0.04594276,Normal,Right Foot,Open Play,Goal,False
5311,1,26,"[112.0, 44.4]",,Kenza Dali,Regular Play,West Ham United LFC,Center Defensive Midfield,0.34423843,Normal,Right Foot,Open Play,Wayward,True
5312,1,26,"[113.1, 35.3]",,Martha Thomas,From Counter,West Ham United LFC,Center Forward,0.5198402400000001,Normal,Right Foot,Open Play,Goal,True
5313,1,30,"[104.5, 36.0]",1.0,Adriana Kristina Leon,Regular Play,West Ham United LFC,Left Wing,0.06414004,Half Volley,Right Foot,Open Play,Saved,True
5314,1,34,"[86.4, 50.7]",,Niamh Charles,Regular Play,Liverpool WFC,Left Wing,0.009082899,Normal,Right Foot,Open Play,Off T,False
5315,1,36,"[119.5, 20.9]",,Ashley Hodson,Regular Play,Liverpool WFC,Center Forward,0.028617999999999998,Normal,Right Foot,Open Play,Off T,False
5316,1,41,"[100.4, 34.7]",,Julia Simic,Regular Play,West Ham United LFC,Left Center Midfield,0.07935652,Half Volley,Right Foot,Open Play,Off T,True
5317,1,41,"[102.7, 64.0]",,Kirsty Linnett,From Goal Kick,Liverpool WFC,Center Attacking Midfield,0.017562594,Normal,Right Foot,Open Play,Blocked,False
5318,1,42,"[103.2, 56.6]",1.0,Kirsty Linnett,From Goal Kick,Liverpool WFC,Center Attacking Midfield,0.022192173000000003,Normal,Left Foot,Open Play,Saved,False
5319,2,46,"[105.8, 57.2]",,Alisha Lehmann,From Goal Kick,West Ham United LFC,Right Wing,0.043188524000000006,Normal,Right Foot,Open Play,Blocked,False
5320,2,51,"[100.7, 54.4]",,Martha Thomas,Regular Play,West Ham United LFC,Center Forward,0.027185772,Normal,Right Foot,Open Play,Goal,False
5321,2,55,"[113.3, 55.9]",1.0,Niamh Charles,Regular Play,Liverpool WFC,Left Wing,0.03249821,Normal,Right Foot,Open Play,Saved,False
5322,2,57,"[114.5, 39.9]",,Martha Thomas,From Corner,West Ham United LFC,Center Forward,0.18662965,Normal,Head,Open Play,Off T,False
5323,2,59,"[113.5, 45.2]",1.0,Adriana Kristina Leon,From Throw In,West Ham United LFC,Left Wing,0.19664295,Half Volley,Right Foot,Open Play,Goal,True
5324,2,65,"[114.5, 45.8]",,Melissa Lawley,Regular Play,Liverpool WFC,Right Wing,0.32046396,Half Volley,Right Foot,Open Play,Off T,True
5325,2,66,"[102.6, 20.5]",,Jessica Anne Clarke,Regular Play,Liverpool WFC,Center Forward,0.019174173000000003,Normal,Right Foot,Open Play,Blocked,False
5326,2,70,"[112.9, 46.1]",,Rachel Furness,From Free Kick,Liverpool WFC,Center Attacking Midfield,0.40895557,Half Volley,Left Foot,Open Play,Goal,True
5327,2,83,"[97.7, 37.3]",1.0,Alisha Lehmann,Regular Play,West Ham United LFC,Right Wing,0.07112746,Normal,Right Foot,Open Play,Saved,False
5328,2,84,"[94.5, 50.4]",,Rebecca Jane,Regular Play,Liverpool WFC,Right Back,0.015287794,Half Volley,Right Foot,Open Play,Blocked,True
5329,2,85,"[110.4, 30.6]",1.0,Sophie Elizabeth Bradley-Auckland,Regular Play,Liverpool WFC,Right Center Back,0.03204055,Half Volley,Right Foot,Open Play,Blocked,False
5330,2,85,"[109.1, 32.9]",,Rachel Furness,Regular Play,Liverpool WFC,Center Attacking Midfield,0.19025019,Normal,Left Foot,Open Play,Blocked,True
5331,2,85,"[112.6, 37.4]",1.0,Niamh Charles,From Corner,Liverpool WFC,Left Wing,0.06337097,Normal,Head,Open Play,Wayward,False
5332,2,86,"[113.1, 37.0]",,Sophie Elizabeth Bradley-Auckland,From Free Kick,Liverpool WFC,Right Center Back,0.14721262000000002,Normal,Head,Open Play,Off T,False
5333,2,88,"[111.6, 43.2]",1.0,Rachel Furness,From Corner,Liverpool WFC,Center Attacking Midfield,0.027715605,Normal,Head,Open Play,Goal,False
5334,2,91,"[108.8, 59.1]",,Alisha Lehmann,Regular Play,West Ham United LFC,Right Wing,0.016911726000000002,Normal,Right Foot,Open Play,Blocked,False
5335,2,92,"[112.0, 26.7]",1.0,Adriana Kristina Leon,From Throw In,West Ham United LFC,Left Wing,0.07973134,Normal,Left Foot,Open Play,Blocked,False
5336,1,5,"[99.6, 30.3]",,Brianna Visalli,From Throw In,Birmingham City WFC,Right Center Midfield,0.038799934,Normal,Right Foot,Open Play,Saved,True
5337,1,22,"[99.9, 28.2]",1.0,Brianna Visalli,Regular Play,Birmingham City WFC,Right Center Midfield,0.054676183,Normal,Left Foot,Open Play,Saved,False
5338,1,29,"[110.7, 44.8]",,Charlie Wellings,Regular Play,Bristol City WFC,Right Midfield,0.06286886,Half Volley,Right Foot,Open Play,Saved,True
5339,1,33,"[93.4, 39.8]",,Abbi Grant,Regular Play,Birmingham City WFC,Right Center Forward,0.04794362,Normal,Right Foot,Open Play,Blocked,False
5340,1,33,"[111.8, 39.6]",,Brianna Visalli,From Counter,Birmingham City WFC,Right Center Midfield,0.37396735000000003,Normal,Left Foot,Open Play,Saved Off Target,True
5341,1,35,"[85.0, 35.3]",,Kerys Harrop,From Throw In,Birmingham City WFC,Left Center Back,0.010434047,Normal,Left Foot,Open Play,Off T,False
5342,1,41,"[97.8, 39.1]",1.0,Abbi Grant,From Throw In,Birmingham City WFC,Right Center Forward,0.024791945000000003,Normal,Right Foot,Open Play,Blocked,False
5343,1,41,"[101.3, 41.8]",,Rachel Williams,From Throw In,Birmingham City WFC,Left Center Forward,0.146665,Normal,Right Foot,Open Play,Off T,False
5344,2,56,"[95.2, 21.9]",,Yana Daniels,Regular Play,Birmingham City WFC,Left Midfield,0.026111953,Normal,Right Foot,Open Play,Post,False
5345,2,61,"[105.7, 59.4]",,Claudia Walker,From Counter,Birmingham City WFC,Right Back,0.025641242,Normal,Right Foot,Open Play,Saved,False
5346,2,75,"[106.3, 33.1]",,Ebony Salmon,Other,Bristol City WFC,Left Center Forward,0.42095166,Normal,Right Foot,Open Play,Goal,False
5347,2,84,"[93.3, 23.7]",,Olivia Chance,From Throw In,Bristol City WFC,Left Defensive Midfield,0.01532642,Normal,Left Foot,Open Play,Post,False
5348,1,0,"[83.7, 38.0]",,Inessa Kaagman,From Free Kick,Everton LFC,Left Center Midfield,0.021387504,Normal,Left Foot,Free Kick,Saved,False
5349,1,3,"[93.7, 51.5]",,Claudia Walker,Regular Play,Birmingham City WFC,Center Forward,0.036097612,Normal,Right Foot,Open Play,Saved,True
5350,1,4,"[107.0, 37.5]",,Megan Finnigan,From Corner,Everton LFC,Right Center Back,0.031810414,Normal,Head,Open Play,Saved,False
